name|video|start|end|speaker|orth|translation
01October_2012_Monday_tagesschau-5374|01October_2012_Monday_tagesschau-5374/1/*.png|-1|-1|Signer04|FREITAG TEIL WIND MEER STURM NORD REGEN|am freitag zum teil sehr windig auf den bergen stürmisch in der nordhälfte regnerisch
01October_2012_Monday_tagesschau-5375|01October_2012_Monday_tagesschau-5375/1/*.png|-1|-1|Signer04|IX FREUNDLICH|richtung süden ist es freundlicher
01September_2010_Wednesday_tagesschau-5033|01September_2010_Wednesday_tagesschau-5033/1/*.png|-1|-1|Signer05|JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG ZWEITE SEPTEMBER|und nun die wettervorhersage für morgen donnerstag den zweiten september
01September_2010_Wednesday_tagesschau-5034|01September_2010_Wednesday_tagesschau-5034/1/*.png|-1|-1|Signer05|FRANKREICH IX NORD REGION HOCH LUFT KOMMEN IX REGION TIEF KOMMEN|zwischen frankreich und dem nordmeer herrscht hoher luftdruck über osteuropa dreht ein tief seine kreise
01September_2010_Wednesday_tagesschau-5037|01September_2010_Wednesday_tagesschau-5037/1/*.png|-1|-1|Signer05|NACHT NORDOST KLAR HIMMEL ABER TEILWEISE SCHAUER|in der nacht lockert es über den nordosthälfte teilweise auf mitunter fallen aber auch schauer
01September_2010_Wednesday_tagesschau-5038|01September_2010_Wednesday_tagesschau-5038/1/*.png|-1|-1|Signer05|SUEDWEST IX KLAR|in der südwesthälfte ist es verbreitet klar
01September_2010_Wednesday_tagesschau-5040|01September_2010_Wednesday_tagesschau-5040/1/*.png|-1|-1|Signer05|SUEDWEST TAG FREUNDLICH IX SPAETER AUCH MEHR WOLKE IX|in der südwesthälfte beginnt der tag meist freundlich später wird es dann auch dort wolkiger
01September_2010_Wednesday_tagesschau-5041|01September_2010_Wednesday_tagesschau-5041/1/*.png|-1|-1|Signer05|NORDOST WIND MAESSIG SCHWACH WEST|in der nordosthälfte mitunter mäßiger wind sonst weht er meist nur schwach
01September_2010_Wednesday_tagesschau-5042|01September_2010_Wednesday_tagesschau-5042/1/*.png|-1|-1|Signer05|HEUTE NACHT ALPEN EINS GRAD OST VIERZEHN GRAD|heute nacht ein grad an den alpen vierzehn grad an der ostsee
01September_2010_Wednesday_tagesschau-5043|01September_2010_Wednesday_tagesschau-5043/1/*.png|-1|-1|Signer05|REGION MORGEN FUENFZEHN IX DREI ZWANZIG GRAD|am tag fünfzehn grad im osten und dreiundzwanzig grad am oberrhein
01September_2010_Wednesday_tagesschau-5044|01September_2010_Wednesday_tagesschau-5044/1/*.png|-1|-1|Signer05|FREITAG SONNE WOLKE WECHSELHAFT|am freitag sonne und wolken im wechsel vereinzelt schauer
01September_2010_Wednesday_tagesschau-5045|01September_2010_Wednesday_tagesschau-5045/1/*.png|-1|-1|Signer05|SAMSTAG AUCH MAL SONNE MAL WOLKE|auch am samstag mal sonne mal wolken
01September_2010_Wednesday_tagesschau-5046|01September_2010_Wednesday_tagesschau-5046/1/*.png|-1|-1|Signer05|NORDWEST LANG SONNE SUEDOST WAHRSCHEINLICH GEWITTER REGEN|im nordwesten scheint für längere zeit die sonne in der südosthälfte einzelne teilweise gewittrige schauer
01September_2010_Wednesday_tagesschau-5047|01September_2010_Wednesday_tagesschau-5047/1/*.png|-1|-1|Signer05|SONNTAG NAECHSTE FREUNDLICH NUR REGION SCHAUER|am sonntag ist es recht freundlich und nur einzelne schauer
02August_2010_Monday_heute-1239|02August_2010_Monday_heute-1239/1/*.png|-1|-1|Signer05|WAR HIER SAMSTAG SONNTAG DUMM NUR BISSCHEN HOCH D+A+M+I+A+N|das war ein sommerliches kurzprogramm was wir in diesem wochenende hatten und verantwortlich dafür war hoch damian
02August_2010_Monday_heute-1240|02August_2010_Monday_heute-1240/1/*.png|-1|-1|Signer05|IX RICHTUNG K+R+E+T+A JETZT KOMMEN TIEF T+V+U|das nimmt jetzt allerdings kurs auf kreta und wir bekommen es mit den tiefs tina uschi und viola zu tun
02August_2010_Monday_heute-1241|02August_2010_Monday_heute-1241/1/*.png|-1|-1|Signer05|HIER REGEN GEWITTER AUCH HAUPTSAECHLICH GEWITTER WIE HEUTE NACHT BESONDERS BAYERN IX UND SACHSEN IX|das bedeutet bei uns eher wechselhaftes wetter mit regen schauern und auch mit gewittern die auch mal heftiger ausfallen können wie in dieser nacht vor allen dingen in bayern und in sachsen
02August_2010_Monday_heute-1242|02August_2010_Monday_heute-1242/1/*.png|-1|-1|Signer05|REGION KLAR IX KUEHL IX TEMPERATUR ZWOELF ZWISCHEN ELF|im westen lockern die wolken auf und da wird es dann auch kühl da sinken die temperaturen auf zwölf oder elf grad
02August_2010_Monday_heute-1244|02August_2010_Monday_heute-1244/1/*.png|-1|-1|Signer05|MORGEN DEUTSCH LAND MAXIMAL ACHTZEHN BIS VIER ZWANZIG GRAD DOCH REGEN BESONDERS OST SUED|morgen erwarten uns in ganz deutschland höchsttemperaturen zwischen achtzehn und vierundzwanzig grad und wir haben es immer noch mit regenschauern zu tun vor allen dingen in der gesamten ost und südhälfte
02August_2010_Monday_heute-1245|02August_2010_Monday_heute-1245/1/*.png|-1|-1|Signer05|WEST BESONDERS SONNE MAL REGEN ABER WIND IX REGION WIND MAESSIG EINIGERMASSEN|im westen dagegen lockern die wolken auf es gibt sonnenschein und nur ab und zu einige regenschauer bei einem mäßigem wind aus nordwestlichen richtungen
02August_2010_Monday_heute-1246|02August_2010_Monday_heute-1246/1/*.png|-1|-1|Signer05|IN-KOMMEND REGEN MAL NORD MAL SUED MAL MITTE WAHRSCHEINLICH|in den nächsten tagen gibt es den regen mal mehr im norden mal mehr im süden und mal mehr in der mitte
02August_2010_Monday_heute-1247|02August_2010_Monday_heute-1247/1/*.png|-1|-1|Signer05|DANN TEMPERATUR SIEBZEHN BIS FUENF ZWANZIG GRAD KOENNEN WIR ZUFRIEDEN|und die temperaturen dazu sind mit siebzehn bis fünfundzwanzig grad eigentlich ganz ansprechend da könnten wir doch eigentlich zufrieden sein
02August_2010_Monday_heute-1248|02August_2010_Monday_heute-1248/1/*.png|-1|-1|Signer05|ENDE JETZT SCHLUSS GUT ABEND MITTEILEN|das meine damen und herren war es für heute schönen abend noch
02December_2009_Wednesday_tagesschau-4040|02December_2009_Wednesday_tagesschau-4040/1/*.png|-1|-1|Signer05|OST SUEDOST DEUTSCH LAND MORGEN BISSCHEN HOCH DRUCK NOCH|im osten und südosten deutschlands macht sich morgen noch leichter hochdruckeinfluss bemerkbar
02December_2009_Wednesday_tagesschau-4041|02December_2009_Wednesday_tagesschau-4041/1/*.png|-1|-1|Signer05|WEST IX TIEF BISSCHEN REGEN GLEICH ZEIT IM-VERLAUF WIEDER KOMMEN MILD|dem westen bringt ein atlantischer tiefausläufer etwas regen gleichzeitig fließt vorübergehend wieder mildere luft heran
02December_2009_Wednesday_tagesschau-4042|02December_2009_Wednesday_tagesschau-4042/1/*.png|-1|-1|Signer05|HEUTE NACHT OST WOLKE NEBEL TEIL REGION KLAR|in der osthälfte ist es heute nacht teils wolkig oder neblig teils klar
02December_2009_Wednesday_tagesschau-4043|02December_2009_Wednesday_tagesschau-4043/1/*.png|-1|-1|Signer05|WEST BISSCHEN REGEN AUCH TEIL REGEN MIT FROST|im westen regnet es hier und da ein wenig vereinzelt ist auch gefrierender regen möglich
02December_2009_Wednesday_tagesschau-4044|02December_2009_Wednesday_tagesschau-4044/1/*.png|-1|-1|Signer05|DANN TAG WOLKE POSITION BISSCHEN REGEN|am tag bestimmen meist wolken das himmelsbild gebietsweise fällt leichter regen
02December_2009_Wednesday_tagesschau-4046|02December_2009_Wednesday_tagesschau-4046/1/*.png|-1|-1|Signer05|WIND SCHWACH MAESSIG IX KOMMEN SUED FRISCH WIND MOEGLICH|schwacher bis mäßiger wind aus süd bis südost im nordwesten bläst er frisch mit starken vereinzelt mit stürmischen böen
02December_2009_Wednesday_tagesschau-4047|02December_2009_Wednesday_tagesschau-4047/1/*.png|-1|-1|Signer05|HEUTE NACHT ALPEN MINUS ACHT FLUSS PLUS SECHS GRAD|heute nacht minus acht grad am alpenrand am niederrhein bis plus sechs grad
02December_2009_Wednesday_tagesschau-4048|02December_2009_Wednesday_tagesschau-4048/1/*.png|-1|-1|Signer05|WENN MORGEN LANG NEBEL NUR ZWEI ZEHN ZWISCHEN ZWOELF GRAD|bei längerem nebel morgen nur zwei entlang des rheins milde zehn bis zwölf grad
02December_2009_Wednesday_tagesschau-4049|02December_2009_Wednesday_tagesschau-4049/1/*.png|-1|-1|Signer05|FREITAG VIEL WOLKE BESONDERS SUED REGEN|am freitag gibt es viele wolken die besonders im süden gebietsweise regen bringen
02December_2009_Wednesday_tagesschau-4050|02December_2009_Wednesday_tagesschau-4050/1/*.png|-1|-1|Signer05|MEER SCHNEE MAL SONNE|im bergland rieselt schnee hier und da zeigt sich auch mal die sonne
02December_2009_Wednesday_tagesschau-4051|02December_2009_Wednesday_tagesschau-4051/1/*.png|-1|-1|Signer05|SAMSTAG SONNTAG WAHRSCHEINLICH IX WEST BISSCHEN REGEN|am wochenende fällt vor allem in einigen regionen der westhälfte regen
02December_2009_Wednesday_tagesschau-4052|02December_2009_Wednesday_tagesschau-4052/1/*.png|-1|-1|Signer05|SONNE SELTEN SEHEN|die sonne lässt sich nur selten blicken
02December_2010_Thursday_heute-8446|02December_2010_Thursday_heute-8446/1/*.png|-1|-1|Signer07|NORDWEST KNAPP EINS ZENTIMETER ABER FLAECHENDECKEND ZEHN ZENTIMETER OST DREISSIG ZENTIMETER E+R+Z BERG KOENNEN FUENF SIEBZIG SCHNEE|im nordwesten ein bisschen knapp so ungefähr einen zentimeter aber teilweise im flachland im westen zehn im osten bis zu dreißig zentimeter und im erzgebirge bis zu fünfundsiebzig zentimeter schnee
02December_2010_Thursday_heute-8447|02December_2010_Thursday_heute-8447/1/*.png|-1|-1|Signer07|C+M SCHNEE HOEHE MEHR ERHOEHEN neg-HABEN KEIN ABER HEUTE NACHT NOCH BISSCHEN SCHNEE SCHNEIEN STARK NORD DEUTSCHLAND BISSCHEN SCHNEE ABER MEHR KLAR HIMMEL|es kommt kaum noch was dazu aber es wird trotzdem heute nacht weiter ein bisschen schneien nicht mehr so sehr stark in norddeutschland sonst klart es auf
02December_2010_Thursday_heute-8448|02December_2010_Thursday_heute-8448/1/*.png|-1|-1|Signer07|TEMPERATUR SINKEN MINUS ZWOELF BIS MINUS ZWANZIG GRAD MORGEN FRUEH NORDWEST MINUS VIER BIS SIEBEN GRAD UNGEFAEHR|die temperaturen sinken ins bodenlose zwischen minus zwölf und minus zwanzig grad haben wir dann morgen früh im nordwesten zwischen minus vier und minus sieben grad etwa
02December_2010_Thursday_heute-8449|02December_2010_Thursday_heute-8449/1/*.png|-1|-1|Signer07|TAG GANZTAGS AUCH DURCH FROST MINUS VIER BIS MINUS ZEHN GRAD NORD BISSCHEN MILD WIND MEHR SUEDWEST WEHEN BISSCHEN SCHNEE KOMMEN BISSCHEN|auch tagsüber weiterhin dauerfrost zwischen minus vier und minus zehn grad an der nordsee wird ein bisschen milder der wind dreht dort auf südwest bringt ein paar schneeschauer doch viel wird es nicht mehr sein
02December_2010_Thursday_heute-8450|02December_2010_Thursday_heute-8450/1/*.png|-1|-1|Signer07|REST WOLKE BISSCHEN SONNE SUEDOST BAYERN SUEDOST STARK WOLKE SCHNEE TEILWEISE SCHNEE ABER ALPEN NORDOST KOMMEN|sonst ist es wolkig oder zwischendrin eben auch mal sonnig und im südöstlichen bayern ist es stark bewölkt da schneit es zeitweise ein schneefallgebiet zieht da nochmal über die alpen nach nordosten
02December_2010_Thursday_heute-8451|02December_2010_Thursday_heute-8451/1/*.png|-1|-1|Signer07|SAMSTAG WIE-GEBLIEBEN ABER SONNTAG VERAENDERN ZUERST SCHNEE WEST SCHNEE DANN GLATT EIS REGEN BISSCHEN MEHR MILD|ja am samstag ändert sich wenig dann allerdings am sonntag beginnt der tag erst mit schnee im westen dann mit glatteisregen und es wird ein bisschen milder
02December_2010_Thursday_heute-8452|02December_2010_Thursday_heute-8452/1/*.png|-1|-1|Signer07|SCHOEN ABEND WUENSCHEN MACHEN GUT|ihnen einen schönen abend und machen sie es gut
02December_2010_Thursday_tagesschau-3630|02December_2010_Thursday_tagesschau-3630/1/*.png|-1|-1|Signer07|JETZT WETTER VORAUS SAGEN MORGEN FREITAG DRITTE DEZEMBER|und nun die wettervorhersage für morgen freitag den dritten dezember
02December_2010_Thursday_tagesschau-3632|02December_2010_Thursday_tagesschau-3632/1/*.png|-1|-1|Signer07|ZWEITE MITTE MEER DANN SLOWAKEI KOMMEN OST REGION REGEN|ein zweites das vom mittelmeer zur slowakei zieht lässt es im südosten schneien
02December_2010_Thursday_tagesschau-3633|02December_2010_Thursday_tagesschau-3633/1/*.png|-1|-1|Signer07|ZONE ZWISCHEN ZONE SUED MITTE BISSCHEN KLAR|zwischen diesen beiden tiefs kann es heute nacht im süden und in der mitte aufklaren
02December_2010_Thursday_tagesschau-3634|02December_2010_Thursday_tagesschau-3634/1/*.png|-1|-1|Signer07|HABEN2 KALT LUFT WEHEN MEHR KALT|dabei kühlt die eingeflossene kaltluft noch weiter aus
02December_2010_Thursday_tagesschau-3635|02December_2010_Thursday_tagesschau-3635/1/*.png|-1|-1|Signer07|KUESTE NORD ALPEN NAH NOCH SCHNEE SCHEINEN SONST REST MEHR KLAR|im norden sowie in alpennähe fällt heute nacht schnee ansonsten ist es gebietsweise auch längere zeit klar
02December_2010_Thursday_tagesschau-3638|02December_2010_Thursday_tagesschau-3638/1/*.png|-1|-1|Signer07|SUED BAYERN AUCH TEIL SCHNEE SCHNEIEN|auch in südbayern schneit es zeitweise
02December_2010_Thursday_tagesschau-3639|02December_2010_Thursday_tagesschau-3639/1/*.png|-1|-1|Signer07|REST REGION TEIL SONNE BISSCHEN WOLKE REST TROCKEN|im übrigen land mal sonne mal wolken und weitgehend trocken
02December_2010_Thursday_tagesschau-3640|02December_2010_Thursday_tagesschau-3640/1/*.png|-1|-1|Signer07|SUED SCHWACH AUCH MAESSIG NORD FRISCH WEHEN|in der südhälfte schwacher sonst auch mäßiger an der ostsee frischer wind aus west bis südwest
02December_2010_Thursday_tagesschau-3641|02December_2010_Thursday_tagesschau-3641/1/*.png|-1|-1|Signer07|LANG KLAR HIMMEL ENORM STRENG FROST ENORM WENIG KALT WO KUESTE IX BISSCHEN WARM NOCH|bei längerem aufklaren heute nacht sehr strenger frost am wenigsten kalt in küstennähe
02December_2010_Thursday_tagesschau-3642|02December_2010_Thursday_tagesschau-3642/1/*.png|-1|-1|Signer07|MINUS EINS F INSEL MINUS ZEHN OST|morgen minus ein grad auf den friesischen inseln minus zehn im osten
02December_2010_Thursday_tagesschau-3643|02December_2010_Thursday_tagesschau-3643/1/*.png|-1|-1|Signer07|SAMSTAG MISCHUNG SONNE WOLKE BISSCHEN SCHNEE SCHEINEN ABER KALT neg-NOCH-NICHT|am samstag eine mischung aus wolken und sonne später gebietsweise etwas schnee nicht mehr ganz so kalt
02December_2010_Thursday_tagesschau-3644|02December_2010_Thursday_tagesschau-3644/1/*.png|-1|-1|Signer07|SONNTAG WEST KOENNEN PLUS TEMPERATUR STEIGEN KOENNEN ABER|ab sonntag sind zumindest im westen wieder plusgrade möglich
02December_2010_Thursday_tagesschau-3645|02December_2010_Thursday_tagesschau-3645/1/*.png|-1|-1|Signer07|ABER TROTZDEM WOLKE SCHNEE SCHNEIEN DANN ES-GIBT MOEGLICH GEFAHR GLATT|da aber immer wieder wolken mit schnee und regen heranziehen kann es gefährlich glatt werden
02December_2011_Friday_tagesschau-8007|02December_2011_Friday_tagesschau-8007/1/*.png|-1|-1|Signer04|JETZT WETTER VORAUSSAGE MORGEN SAMSTAG DRITTE DEZEMBER|und nun die wettervorhersage für morgen samstag den dritten dezember
02December_2011_Friday_tagesschau-8008|02December_2011_Friday_tagesschau-8008/1/*.png|-1|-1|Signer04|poss-BEI-UNS WETTER WOCHENENDE EINFLUSS NORD BIS REGION EUROPA|unser wetter am wochenende wird bestimmt von einem tiefdrucksystem das vom nordatlantik bis ins mittlere europa reicht
02December_2011_Friday_tagesschau-8011|02December_2011_Friday_tagesschau-8011/1/*.png|-1|-1|Signer04|TAG NORDWEST KOMMEN REGEN IX KOENNEN SONNE REGEN UNTEN VERSCHWINDEN|am tag kommt im nordwesten regen auf sonst kann sich zunächst die sonne zeigen und der regen im südosten bayerns klingt ab
02December_2011_Friday_tagesschau-8012|02December_2011_Friday_tagesschau-8012/1/*.png|-1|-1|Signer04|KOMMEN UEBERALL BERG AUCH SCHNEE DABEI|im laufe des tages breitet sich der regen aus dem nordwesten weiter aus auf den bergen ist schnee mit dabei
02December_2011_Friday_tagesschau-8013|02December_2011_Friday_tagesschau-8013/1/*.png|-1|-1|Signer04|WIND MAESSIG WIND STURM NORD BERG TEIL SCHWER STURM|der wind weht mäßig oft frisch mit stürmischen böen an den küsten und im bergland teilweise schwere sturmböen
02December_2011_Friday_tagesschau-8014|02December_2011_Friday_tagesschau-8014/1/*.png|-1|-1|Signer04|HEUTE NACHT FUENF BIS MINUS EINS MEISTENS MITTE BERG VORSICHT GLATT KOENNEN|heute nacht fünf bis minus ein grad vor allem in den mittelgebirgen vorsicht wegen glätte
02December_2011_Friday_tagesschau-8015|02December_2011_Friday_tagesschau-8015/1/*.png|-1|-1|Signer04|TAG VIER OST REGION ZEHN AACHEN REGION|am tag dann vier grad in osthessen und bis zehn grad im raum aachen
02December_2011_Friday_tagesschau-8016|02December_2011_Friday_tagesschau-8016/1/*.png|-1|-1|Signer04|SONNTAG IX REGEN NORD SCHAUER TEIL WIND|am sonntag im süden regen im norden ab und an schauer teilweise ist es sehr windig
02February_2010_Tuesday_tagesschau-7949|02February_2010_Tuesday_tagesschau-7949/1/*.png|-1|-1|Signer05|JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH DRITTE FEBRUAR|und nun die wettervorhersage für morgen mittwoch den dritten februar
02February_2010_Tuesday_tagesschau-7950|02February_2010_Tuesday_tagesschau-7950/1/*.png|-1|-1|Signer05|DAENEMARK IX ENORM TIEF HEUTE NACHT STURM WIRKLICH ENORM SCHNEE SCHNEIEN|ein kräftiges tief bei dänemark bringt uns heute nacht mit teilweise stürmischen winden ergiebige schneefälle
02February_2010_Tuesday_tagesschau-7951|02February_2010_Tuesday_tagesschau-7951/1/*.png|-1|-1|Signer05|DEUTSCH HIER WETTER DIENST SCHON WARNUNG|der deutsche wetterdienst hat entsprechende unwetterwarnungen herausgegeben
02February_2010_Tuesday_tagesschau-7952|02February_2010_Tuesday_tagesschau-7952/1/*.png|-1|-1|Signer05|MORGEN SUED LANG SCHNEE SCHNEIEN|morgen schneit es dann im süden zum teil anhaltend
02February_2010_Tuesday_tagesschau-7953|02February_2010_Tuesday_tagesschau-7953/1/*.png|-1|-1|Signer05|HEUTE NACHT REGION HAUPTSAECHLICH SCHNEE REGION AUCH TEIL REGEN TATSAECHLICH VORSICHT GLATT BERG IX STURM SCHNEE SCHNEIEN UEBERALL|heute nacht gibt es verbreitet kräftigen schneefall in einigen niederungen auch regen es muss mit gefährlicher glätte und besonders im bergland mit unwetterartigen schneeverwehungen gerechnet werden
02February_2010_Tuesday_tagesschau-7954|02February_2010_Tuesday_tagesschau-7954/1/*.png|-1|-1|Signer05|TAG SCHNEE SCHNEIEN REGEN SUED IX BESONDERS IX SONST REGION WOLKE AUCH BISSCHEN SONNE NORDOST AUCH SCHNEE SCHNEIEN|am tag schneit oder regnet es vor allem im süden noch länger anhaltend sonst neben dichten wolken noch etwas sonne richtung nordosten noch einige schneeschauer
02February_2010_Tuesday_tagesschau-7955|02February_2010_Tuesday_tagesschau-7955/1/*.png|-1|-1|Signer05|NACHT GEFAHR STURM MEER ORKAN|in der nacht gefahr von sturmböen auf den bergen zum teil orkanböen
02February_2010_Tuesday_tagesschau-7956|02February_2010_Tuesday_tagesschau-7956/1/*.png|-1|-1|Signer05|MORGEN WAHRSCHEINLICH NORD WEHEN STARK WEHEN|morgen mäßiger im norden frischer bis starker westwind
02February_2010_Tuesday_tagesschau-7957|02February_2010_Tuesday_tagesschau-7957/1/*.png|-1|-1|Signer05|HEUTE NACHT TEMPERATUR NULL B REGION DREI GRAD|heute nacht verbreitet werte um den gefrierpunkt im breisgau bis plus drei grad
02February_2010_Tuesday_tagesschau-7958|02February_2010_Tuesday_tagesschau-7958/1/*.png|-1|-1|Signer05|FUENF MORGEN FUENF GRAD IX VOGEL LAND EINS MINUS|dort morgen fünf grad sonst drei bis null im vogtland minus ein grad
02February_2010_Tuesday_tagesschau-7959|02February_2010_Tuesday_tagesschau-7959/1/*.png|-1|-1|Signer05|IN-KOMMEND TRUEB ABER MEHR MILD|auch in den folgenden tagen geht es ziemlich trübe aber etwas milder weiter
02February_2010_Tuesday_tagesschau-7960|02February_2010_Tuesday_tagesschau-7960/1/*.png|-1|-1|Signer05|DONNERSTAG FREITAG MAL SONNE DABEI SONST HAUPTSAECHLICH WOLKE IX SCHNEE SCHNEIEN ODER REGEN|donnerstag und freitag zeigt sich hier und da auch mal die sonne aber meist bleibt es stark bewölkt und gebietsweise fällt etwas schnee oder regen
02February_2011_Wednesday_tagesschau-7441|02February_2011_Wednesday_tagesschau-7441/1/*.png|-1|-1|Signer08|JETZT WETTER WIE-AUSSEHEN MORGEN DONNERSTAG DRITTE FEBRUAR ZEIGEN-BILDSCHIRM|und nun die wettervorhersage für morgen donnerstag den dritten februar
02February_2011_Wednesday_tagesschau-7442|02February_2011_Wednesday_tagesschau-7442/1/*.png|-1|-1|Signer08|TIEF KOMMEN WOLKE MILD LUFT|ein tiefausläufer lenkt wolken und milde luft nach deutschland
02February_2011_Wednesday_tagesschau-7443|02February_2011_Wednesday_tagesschau-7443/1/*.png|-1|-1|Signer08|KOMMEN HEUTE NACHT WOLKE KOMMEN REGEN SCHNEE KOENNEN|die wolken überqueren uns heute nacht und morgen mit regen und etwas schnee
02February_2011_Wednesday_tagesschau-7444|02February_2011_Wednesday_tagesschau-7444/1/*.png|-1|-1|Signer08|SAMSTAG SONNTAG LUFT MILD KOENNEN UEBER ZEHN GRAD KOENNEN|am wochenende sorgen dann noch mildere luft und viel wind gebietsweise für zweistellige plusgrade
02February_2011_Wednesday_tagesschau-7445|02February_2011_Wednesday_tagesschau-7445/1/*.png|-1|-1|Signer08|HEUTE NACHT NORD REGEN KOENNEN SCHNEE KOENNEN GLATT AUFPASSEN|heute nacht regnet es in der nordwesthälfte örtlich fällt auch schnee und es kann wieder gefährlich glatt werden
02February_2011_Wednesday_tagesschau-7446|02February_2011_Wednesday_tagesschau-7446/1/*.png|-1|-1|Signer08|REGION TROCKEN KOENNEN WOLKE|ansonsten meist trocken aber oft hochnebelartig bewölkt
02February_2011_Wednesday_tagesschau-7447|02February_2011_Wednesday_tagesschau-7447/1/*.png|-1|-1|Signer08|MORGEN TRUEB|auch morgen ist es häufig trübe
02February_2011_Wednesday_tagesschau-7448|02February_2011_Wednesday_tagesschau-7448/1/*.png|-1|-1|Signer08|MITTE REGEN GLATT KOMMEN VERAENDERN SCHNEE NORDWEST WIEDER FREUNDLICH WOLKE AUFLOESEN|in der mitte fällt zum teil gefrierender regen der sich auf dem weg nach südosten zunehmend in schnee verwandelt während es richtung nordwesten wieder auflockert
02February_2011_Wednesday_tagesschau-7450|02February_2011_Wednesday_tagesschau-7450/1/*.png|-1|-1|Signer08|HEUTE NACHT DREI GRAD NORDWEST MINUS FUENFZEHN BERG IX|heute nacht drei grad in nordfriesland um minus fünfzehn am alpenrand
02February_2011_Wednesday_tagesschau-7451|02February_2011_Wednesday_tagesschau-7451/1/*.png|-1|-1|Signer08|MORGEN SUEDOST MINUS ZWEI NORDWEST SIEBEN GRAD PLUS|morgen im südosten noch minus zwei im nordwesten schon bis sieben grad plus
02February_2011_Wednesday_tagesschau-7452|02February_2011_Wednesday_tagesschau-7452/1/*.png|-1|-1|Signer08|IN-KOMMEND MEHR MILD|in den nächsten tagen wird es noch milder
02February_2011_Wednesday_tagesschau-7453|02February_2011_Wednesday_tagesschau-7453/1/*.png|-1|-1|Signer08|NORD WIND KUESTE KOENNEN STURM REGEN|dazu gibt es im norden sehr windiges an der küste auch stürmisches regenwetter
02February_2011_Wednesday_tagesschau-7454|02February_2011_Wednesday_tagesschau-7454/1/*.png|-1|-1|Signer08|SUED FREUNDLICH MEHR TROCKEN|im süden zum teil freundlich und meist trocken
02February_2011_Wednesday_tagesschau-7455|02February_2011_Wednesday_tagesschau-7455/1/*.png|-1|-1|Signer08|SONNTAG WIND VERSCHWINDEN BLEIBEN|am sonntag lässt zumindest der wind nach sonst ändert sich wenig
02July_2009_Thursday_tagesschau-2859|02July_2009_Thursday_tagesschau-2859/1/*.png|-1|-1|Signer04|JETZT WETTER WIE-AUSSEHEN MORGEN FREITAG DRITTE JULI|und nun die wettervorhersage für morgen freitag den dritten juli
02July_2009_Thursday_tagesschau-2862|02July_2009_Thursday_tagesschau-2862/1/*.png|-1|-1|Signer04|AUCH ERSTE HAELFTE NACHT DANN RUHIG IX NEBEL|das gilt auch noch für die erste nachthälfte bevor sich wieder beruhigt hier und da bildet sich nebel
02July_2009_Thursday_tagesschau-2863|02July_2009_Thursday_tagesschau-2863/1/*.png|-1|-1|Signer04|NORD KLAR TROCKEN OST FLUSS SONNE SUED WEST SPAETER WOLKE SCHAUER GEWITTER AUCH IN STURM|im norden bleibt es meist klar und trocken östlich der elbe scheint die sonne morgen am häufigsten während sich vor allem im süden und westen später wieder mächtige quellwolken türmen aus denen sich heftige schauer und gewitter entladen können inklusive sturmböen
02July_2009_Thursday_tagesschau-2864|02July_2009_Thursday_tagesschau-2864/1/*.png|-1|-1|Signer04|SONST REGION SCHWACH|sonst weht meist nur ein schwacher wind aus unterschiedlichen richtungen
02July_2009_Thursday_tagesschau-2865|02July_2009_Thursday_tagesschau-2865/1/*.png|-1|-1|Signer04|HEUTE NACHT WAHRSCHEINLICH WARM VIERZEHN BIS NEUNZEHN ALPEN KUEHL|heute nacht erwarten uns wieder schwül warme vierzehn bis neunzehn grad in alpennähe etwas kühler
02July_2009_Thursday_tagesschau-2867|02July_2009_Thursday_tagesschau-2867/1/*.png|-1|-1|Signer04|SAMSTAG OST GEWITTER WEST LANG SONNE|am samstag gibt es in der osthälfte zum teil heftige gewitter richtung westen auch längere zeit sonnenschein
02July_2009_Thursday_tagesschau-2868|02July_2009_Thursday_tagesschau-2868/1/*.png|-1|-1|Signer04|SONNTAG MONTAG TEIL SONNE GEWITTER AB KUEHL|am sonntag und montag teils sonne teils gewittrige regenfälle dabei kühlt es langsam ab
02June_2010_Wednesday_heute-6781|02June_2010_Wednesday_heute-6781/1/*.png|-1|-1|Signer01|ABEND LIEB ZUSCHAUER|guten abend liebe zuschauer
02June_2010_Wednesday_heute-6782|02June_2010_Wednesday_heute-6782/1/*.png|-1|-1|Signer01|REGEN UEBERSCHWEMMUNG ERDRUTSCH KOENNEN SO IN-KOMMEND STUNDE BAYERN|sintflutartiger regen verbunden mit überschwemmungen erdrutsche das ist das wetter in den nächsten stunden in bayern
02June_2010_Wednesday_heute-6785|02June_2010_Wednesday_heute-6785/1/*.png|-1|-1|Signer01|REGEN STARK REGEN WOLKE KOMMEN ALPEN KOMMEN REGEN UND TIEF DRUCK WEHEN KOMMEN|es wird also recht massiv werden die regenwolken stauen sich derzeit eben an den alpen aus dem nordosten angetrieben von diesem tiefdruckgebiet das so langsam zum mittelmeer zieht
02June_2010_Wednesday_heute-6786|02June_2010_Wednesday_heute-6786/1/*.png|-1|-1|Signer01|MORGEN VERSCHWINDEN|und morgen schwächen sich die regenwolken ab
